0.4583;0.9;in_degree;2;0.7;[1]
0.4583;0.9;in_degree;2;0.8;[1]
0.4583;0.9;in_degree;2;0.9;[1]
0.4583;0.9;in_degree;2;0.99;[1]
0.8116;0.9;in_degree;3;0.7;[1]
0.8116;0.9;in_degree;3;0.8;[1]
0.8116;0.9;in_degree;3;0.9;[1]
0.8116;0.9;in_degree;3;0.99;[1]
0.8762;0.9;in_degree;4;0.7;[1]
0.8762;0.9;in_degree;4;0.8;[1]
0.8762;0.9;in_degree;4;0.9;[1]
0.8762;0.9;in_degree;4;0.99;[1]
0.8762;0.9;in_degree;5;0.7;[1]
0.8762;0.9;in_degree;5;0.8;[1]
0.8762;0.9;in_degree;5;0.9;[1]
0.8762;0.9;in_degree;5;0.99;[1]
0.8762;0.9;in_degree;6;0.7;[1]
0.8762;0.9;in_degree;6;0.8;[1]
0.8762;0.9;in_degree;6;0.9;[1]
0.8762;0.9;in_degree;6;0.99;[1]
0.8762;0.9;in_degree;7;0.7;[1]
0.8762;0.9;in_degree;7;0.8;[1]
0.8762;0.9;in_degree;7;0.9;[1]
0.8762;0.9;in_degree;7;0.99;[1]
0.8762;0.9;in_degree;8;0.7;[1]
0.8762;0.9;in_degree;8;0.8;[1]
0.8762;0.9;in_degree;8;0.9;[1]
0.8762;0.9;in_degree;8;0.99;[1]
0.7068;0.9;in_degree;9;0.7;[1]
0.7068;0.9;in_degree;9;0.8;[1]
0.7068;0.9;in_degree;9;0.9;[1]
0.7068;0.9;in_degree;9;0.99;[1]
0.6389;0.9;in_degree;10;0.7;[1]
0.6389;0.9;in_degree;10;0.8;[1]
0.6389;0.9;in_degree;10;0.9;[1]
0.6389;0.9;in_degree;10;0.99;[1]
0.7273;0.8;in_degree;2;0.7;[1]
0.7273;0.8;in_degree;2;0.8;[1]
0.7273;0.8;in_degree;2;0.9;[1]
0.7273;0.8;in_degree;2;0.99;[1]
0.9164;0.8;in_degree;3;0.7;[1]
0.9164;0.8;in_degree;3;0.8;[1]
0.9164;0.8;in_degree;3;0.9;[1]
0.9164;0.8;in_degree;3;0.99;[1]
0.8500;0.8;in_degree;4;0.7;[1]
0.8500;0.8;in_degree;4;0.8;[1]
0.8500;0.8;in_degree;4;0.9;[1]
0.8500;0.8;in_degree;4;0.99;[1]
0.8500;0.8;in_degree;5;0.7;[1]
0.8500;0.8;in_degree;5;0.8;[1]
0.8500;0.8;in_degree;5;0.9;[1]
0.8500;0.8;in_degree;5;0.99;[1]
0.7949;0.8;in_degree;6;0.7;[1]
0.7949;0.8;in_degree;6;0.8;[1]
0.7949;0.8;in_degree;6;0.9;[1]
0.7949;0.8;in_degree;6;0.99;[1]
0.7949;0.8;in_degree;7;0.7;[1]
0.7949;0.8;in_degree;7;0.8;[1]
0.7949;0.8;in_degree;7;0.9;[1]
0.7949;0.8;in_degree;7;0.99;[1]
0.7474;0.8;in_degree;8;0.7;[1]
0.7474;0.8;in_degree;8;0.8;[1]
0.7474;0.8;in_degree;8;0.9;[1]
0.7474;0.8;in_degree;8;0.99;[1]
0.6308;0.8;in_degree;9;0.7;[1]
0.6308;0.8;in_degree;9;0.8;[1]
0.6308;0.8;in_degree;9;0.9;[1]
0.6308;0.8;in_degree;9;0.99;[1]
0.5636;0.8;in_degree;10;0.7;[1]
0.5636;0.8;in_degree;10;0.8;[1]
0.5636;0.8;in_degree;10;0.9;[1]
0.5636;0.8;in_degree;10;0.99;[1]
0.4638;0.7;in_degree;2;0.7;[1]
0.4638;0.7;in_degree;2;0.8;[1]
0.4638;0.7;in_degree;2;0.9;[1]
0.4638;0.7;in_degree;2;0.99;[1]
0.7197;0.7;in_degree;3;0.7;[1]
0.7197;0.7;in_degree;3;0.8;[1]
0.7197;0.7;in_degree;3;0.9;[1]
0.7197;0.7;in_degree;3;0.99;[1]
0.9466;0.7;in_degree;4;0.7;[1]
0.9466;0.7;in_degree;4;0.8;[1]
0.9466;0.7;in_degree;4;0.9;[1]
0.9466;0.7;in_degree;4;0.99;[1]
0.9466;0.7;in_degree;5;0.7;[1]
0.9466;0.7;in_degree;5;0.8;[1]
0.9466;0.7;in_degree;5;0.9;[1]
0.9466;0.7;in_degree;5;0.99;[1]
0.8238;0.7;in_degree;6;0.7;[1]
0.8238;0.7;in_degree;6;0.8;[1]
0.8238;0.7;in_degree;6;0.9;[1]
0.8238;0.7;in_degree;6;0.99;[1]
0.7327;0.7;in_degree;7;0.7;[1]
0.7327;0.7;in_degree;7;0.8;[1]
0.7327;0.7;in_degree;7;0.9;[1]
0.7327;0.7;in_degree;7;0.99;[1]
0.6343;0.7;in_degree;8;0.7;[1]
0.6343;0.7;in_degree;8;0.8;[1]
0.6343;0.7;in_degree;8;0.9;[1]
0.6343;0.7;in_degree;8;0.99;[1]
0.3943;0.7;in_degree;9;0.7;[1]
0.3943;0.7;in_degree;9;0.8;[1]
0.3943;0.7;in_degree;9;0.9;[1]
0.3943;0.7;in_degree;9;0.99;[1]
0.3710;0.7;in_degree;10;0.7;[1]
0.3710;0.7;in_degree;10;0.8;[1]
0.3710;0.7;in_degree;10;0.9;[1]
0.3710;0.7;in_degree;10;0.99;[1]
0.4615;0.6;in_degree;2;0.7;[1]
0.4615;0.6;in_degree;2;0.8;[1]
0.4615;0.6;in_degree;2;0.9;[1]
0.4615;0.6;in_degree;2;0.99;[1]
0.6659;0.6;in_degree;3;0.7;[1]
0.6659;0.6;in_degree;3;0.8;[1]
0.6659;0.6;in_degree;3;0.9;[1]
0.6659;0.6;in_degree;3;0.99;[1]
0.9253;0.6;in_degree;4;0.7;[1]
0.9253;0.6;in_degree;4;0.8;[1]
0.9253;0.6;in_degree;4;0.9;[1]
0.9253;0.6;in_degree;4;0.99;[1]
0.7443;0.6;in_degree;5;0.7;[1]
0.7443;0.6;in_degree;5;0.8;[1]
0.7443;0.6;in_degree;5;0.9;[1]
0.7443;0.6;in_degree;5;0.99;[1]
0.7241;0.6;in_degree;6;0.7;[1]
0.7241;0.6;in_degree;6;0.8;[1]
0.7241;0.6;in_degree;6;0.9;[1]
0.7241;0.6;in_degree;6;0.99;[1]
0.3058;0.6;in_degree;7;0.7;[1]
0.3058;0.6;in_degree;7;0.8;[1]
0.3058;0.6;in_degree;7;0.9;[1]
0.3058;0.6;in_degree;7;0.99;[1]
0.2857;0.6;in_degree;8;0.7;[1]
0.2857;0.6;in_degree;8;0.8;[1]
0.2857;0.6;in_degree;8;0.9;[1]
0.2857;0.6;in_degree;8;0.99;[1]
